"Fecha diagnóstico";"Territorio";"Confirmados PDIA";"Total confirmados";"Hospitalizados";"UCI";"Fallecidos"
"15/03/2021";"Córdoba";"37";"37";"2";"1";"0"
"15/03/2021";"Granada";"155";"155";"20";"2";"4"
"15/03/2021";"Huelva";"21";"21";"3";"0";"0"
"15/03/2021";"Jaén";"49";"49";"8";"2";"0"
"15/03/2021";"Málaga";"93";"94";"9";"0";"1"
"15/03/2021";"Sevilla";"186";"186";"15";"1";"3"
"14/03/2021";"Almería";"75";"75";"11";"2";"4"
"14/03/2021";"Cádiz";"32";"32";"2";"0";"0"
"14/03/2021";"Córdoba";"24";"24";"6";"0";"1"
"14/03/2021";"Granada";"44";"44";"7";"4";"3"
"14/03/2021";"Huelva";"4";"4";"0";"0";"0"
"14/03/2021";"Jaén";"15";"15";"4";"3";"2"
"14/03/2021";"Málaga";"49";"49";"3";"1";"2"
"14/03/2021";"Sevilla";"98";"99";"17";"1";"2"
"13/03/2021";"Almería";"114";"114";"16";"6";"2"
"13/03/2021";"Cádiz";"62";"62";"5";"1";"2"
"13/03/2021";"Córdoba";"51";"51";"2";"2";"0"
"13/03/2021";"Granada";"54";"54";"15";"4";"1"
"13/03/2021";"Huelva";"14";"14";"0";"0";"0"
"13/03/2021";"Jaén";"17";"17";"5";"0";"1"
"13/03/2021";"Málaga";"69";"69";"10";"0";"0"
"13/03/2021";"Sevilla";"145";"145";"12";"0";"2"
"12/03/2021";"Almería";"170";"170";"11";"4";"5"
"12/03/2021";"Cádiz";"86";"86";"5";"0";"0"
"12/03/2021";"Córdoba";"87";"87";"7";"1";"0"
"12/03/2021";"Granada";"176";"176";"14";"3";"2"
"12/03/2021";"Huelva";"28";"28";"2";"0";"0"
"12/03/2021";"Jaén";"44";"44";"5";"0";"2"
"12/03/2021";"Málaga";"166";"167";"20";"3";"1"
"12/03/2021";"Sevilla";"185";"185";"13";"2";"2"
"11/03/2021";"Almería";"153";"153";"12";"5";"0"
"11/03/2021";"Cádiz";"97";"97";"5";"1";"1"
"11/03/2021";"Córdoba";"61";"61";"2";"0";"0"
"11/03/2021";"Granada";"191";"191";"20";"7";"1"
"11/03/2021";"Huelva";"20";"20";"1";"0";"0"
"11/03/2021";"Jaén";"56";"56";"5";"0";"0"
"11/03/2021";"Málaga";"133";"134";"12";"0";"1"
"11/03/2021";"Sevilla";"206";"206";"14";"1";"1"
"10/03/2021";"Almería";"188";"188";"24";"7";"4"
"10/03/2021";"Cádiz";"84";"84";"5";"1";"1"
"10/03/2021";"Córdoba";"94";"94";"8";"0";"1"
"10/03/2021";"Granada";"157";"157";"24";"3";"0"
"10/03/2021";"Huelva";"27";"27";"3";"2";"0"
"10/03/2021";"Jaén";"60";"60";"2";"0";"0"
"10/03/2021";"Málaga";"151";"151";"12";"0";"2"
"10/03/2021";"Sevilla";"221";"221";"14";"1";"1"
"09/03/2021";"Almería";"185";"185";"7";"0";"1"
"09/03/2021";"Cádiz";"112";"112";"7";"2";"1"
"09/03/2021";"Córdoba";"125";"125";"13";"1";"3"
"09/03/2021";"Granada";"178";"178";"15";"1";"1"
"09/03/2021";"Huelva";"24";"24";"2";"0";"0"
"09/03/2021";"Jaén";"59";"59";"3";"1";"0"
"09/03/2021";"Málaga";"168";"168";"7";"1";"4"
"09/03/2021";"Sevilla";"199";"199";"23";"3";"6"
"08/03/2021";"Almería";"83";"83";"13";"3";"3"
"08/03/2021";"Cádiz";"104";"104";"6";"0";"1"
"08/03/2021";"Córdoba";"68";"69";"7";"0";"2"
"08/03/2021";"Granada";"168";"168";"24";"4";"6"
"08/03/2021";"Huelva";"16";"16";"1";"0";"0"
"08/03/2021";"Jaén";"38";"38";"4";"0";"0"
"08/03/2021";"Málaga";"115";"116";"11";"3";"3"
"08/03/2021";"Sevilla";"193";"193";"19";"3";"2"
"07/03/2021";"Almería";"46";"46";"3";"2";"0"
"07/03/2021";"Cádiz";"41";"41";"6";"0";"0"
"07/03/2021";"Córdoba";"62";"63";"9";"5";"3"
"07/03/2021";"Granada";"38";"38";"13";"4";"2"
"07/03/2021";"Huelva";"5";"5";"2";"0";"1"
"07/03/2021";"Jaén";"10";"10";"3";"0";"0"
"07/03/2021";"Málaga";"49";"50";"10";"2";"1"
"07/03/2021";"Sevilla";"80";"80";"16";"1";"2"
"06/03/2021";"Almería";"120";"120";"10";"4";"3"
"06/03/2021";"Cádiz";"92";"92";"5";"0";"0"
"06/03/2021";"Córdoba";"60";"60";"6";"1";"0"
"06/03/2021";"Granada";"55";"55";"8";"3";"0"
"06/03/2021";"Huelva";"17";"17";"4";"0";"0"
"06/03/2021";"Jaén";"18";"18";"5";"0";"0"
"06/03/2021";"Málaga";"75";"75";"6";"0";"1"
"06/03/2021";"Sevilla";"115";"115";"14";"1";"2"
"05/03/2021";"Almería";"148";"148";"5";"1";"1"
"05/03/2021";"Cádiz";"136";"136";"8";"0";"2"
"05/03/2021";"Córdoba";"90";"90";"8";"0";"0"
"05/03/2021";"Granada";"171";"171";"20";"2";"1"
"05/03/2021";"Huelva";"21";"21";"2";"0";"1"
"05/03/2021";"Jaén";"63";"63";"3";"0";"0"
"05/03/2021";"Málaga";"148";"148";"14";"2";"2"
"05/03/2021";"Sevilla";"218";"218";"25";"1";"8"
"04/03/2021";"Almería";"185";"185";"16";"4";"3"
"04/03/2021";"Cádiz";"117";"117";"12";"2";"3"
"04/03/2021";"Córdoba";"97";"97";"14";"4";"0"
"04/03/2021";"Granada";"185";"185";"18";"3";"3"
"04/03/2021";"Huelva";"29";"29";"4";"0";"0"
"04/03/2021";"Jaén";"66";"66";"9";"1";"1"
"04/03/2021";"Málaga";"198";"200";"16";"1";"3"
"04/03/2021";"Sevilla";"266";"266";"17";"4";"4"
"03/03/2021";"Almería";"142";"142";"14";"2";"2"
"03/03/2021";"Cádiz";"152";"152";"19";"6";"4"
"03/03/2021";"Córdoba";"94";"94";"9";"1";"1"
"03/03/2021";"Granada";"204";"204";"30";"7";"4"
"03/03/2021";"Huelva";"33";"33";"4";"0";"1"
"03/03/2021";"Jaén";"61";"61";"5";"0";"1"
"03/03/2021";"Málaga";"211";"211";"20";"4";"4"
"03/03/2021";"Sevilla";"257";"257";"19";"1";"4"
"02/03/2021";"Almería";"107";"107";"9";"2";"0"
"02/03/2021";"Cádiz";"114";"114";"9";"1";"2"
"02/03/2021";"Córdoba";"73";"73";"9";"0";"3"
"02/03/2021";"Granada";"133";"133";"15";"2";"3"
"02/03/2021";"Huelva";"11";"11";"1";"0";"0"
"02/03/2021";"Jaén";"55";"55";"6";"0";"3"
"02/03/2021";"Málaga";"153";"153";"13";"1";"1"
"02/03/2021";"Sevilla";"198";"198";"19";"2";"2"
"01/03/2021";"Almería";"51";"51";"4";"1";"1"
"01/03/2021";"Cádiz";"20";"20";"3";"0";"0"
"01/03/2021";"Córdoba";"18";"18";"5";"0";"0"
"01/03/2021";"Granada";"36";"36";"8";"1";"1"
"01/03/2021";"Huelva";"6";"6";"1";"0";"1"
"01/03/2021";"Jaén";"14";"14";"0";"0";"0"
"01/03/2021";"Málaga";"73";"73";"15";"1";"2"
"01/03/2021";"Sevilla";"68";"68";"8";"1";"4"
"28/02/2021";"Almería";"93";"93";"14";"4";"4"
"28/02/2021";"Cádiz";"69";"69";"8";"1";"2"
"28/02/2021";"Córdoba";"44";"44";"6";"1";"0"
"28/02/2021";"Granada";"49";"49";"9";"4";"1"
"28/02/2021";"Huelva";"5";"5";"1";"0";"0"
"28/02/2021";"Jaén";"22";"22";"2";"0";"0"
"28/02/2021";"Málaga";"53";"53";"8";"0";"1"
"28/02/2021";"Sevilla";"87";"87";"13";"2";"8"
"27/02/2021";"Almería";"105";"105";"10";"2";"2"
"27/02/2021";"Cádiz";"81";"81";"7";"0";"0"
"27/02/2021";"Córdoba";"57";"57";"6";"1";"1"
"27/02/2021";"Granada";"58";"58";"11";"1";"2"
"27/02/2021";"Huelva";"22";"22";"4";"1";"0"
"27/02/2021";"Jaén";"33";"33";"2";"0";"0"
"27/02/2021";"Málaga";"112";"112";"15";"1";"3"
"27/02/2021";"Sevilla";"148";"150";"13";"2";"2"
"26/02/2021";"Almería";"153";"153";"14";"4";"4"
"26/02/2021";"Cádiz";"128";"128";"14";"3";"4"
"26/02/2021";"Córdoba";"73";"73";"9";"2";"0"
"26/02/2021";"Granada";"194";"194";"16";"1";"2"
"26/02/2021";"Huelva";"28";"28";"2";"0";"1"
"26/02/2021";"Jaén";"89";"89";"11";"1";"2"
"26/02/2021";"Málaga";"167";"167";"13";"2";"2"
"26/02/2021";"Sevilla";"275";"276";"25";"3";"5"
"25/02/2021";"Almería";"147";"147";"12";"1";"5"
"25/02/2021";"Cádiz";"129";"130";"14";"1";"2"
"25/02/2021";"Córdoba";"65";"65";"8";"0";"1"
"25/02/2021";"Granada";"151";"151";"19";"2";"4"
"25/02/2021";"Huelva";"36";"36";"4";"0";"1"
"25/02/2021";"Jaén";"46";"46";"7";"1";"2"
"25/02/2021";"Málaga";"185";"185";"12";"1";"3"
"25/02/2021";"Sevilla";"256";"256";"15";"1";"4"
"24/02/2021";"Almería";"150";"150";"17";"5";"4"
"24/02/2021";"Cádiz";"149";"149";"12";"1";"1"
"24/02/2021";"Córdoba";"91";"91";"11";"0";"2"
"24/02/2021";"Granada";"145";"145";"19";"3";"3"
"24/02/2021";"Huelva";"53";"53";"4";"0";"0"
"24/02/2021";"Jaén";"71";"71";"4";"0";"0"
"24/02/2021";"Málaga";"168";"169";"11";"1";"1"
"24/02/2021";"Sevilla";"242";"242";"26";"4";"9"
"23/02/2021";"Almería";"210";"210";"23";"2";"6"
"23/02/2021";"Cádiz";"137";"137";"3";"0";"0"
"23/02/2021";"Córdoba";"78";"78";"9";"1";"1"
"23/02/2021";"Granada";"178";"178";"29";"7";"4"
"23/02/2021";"Huelva";"58";"58";"4";"0";"2"
"23/02/2021";"Jaén";"72";"72";"5";"0";"2"
"23/02/2021";"Málaga";"178";"178";"17";"3";"3"
"23/02/2021";"Sevilla";"218";"218";"21";"0";"3"
"22/02/2021";"Almería";"141";"141";"13";"2";"3"
"22/02/2021";"Cádiz";"118";"118";"21";"2";"4"
"22/02/2021";"Córdoba";"42";"42";"4";"0";"1"
"22/02/2021";"Granada";"154";"154";"24";"3";"1"
"22/02/2021";"Huelva";"32";"32";"6";"0";"1"
"22/02/2021";"Jaén";"51";"52";"9";"2";"3"
"22/02/2021";"Málaga";"226";"226";"16";"2";"4"
"22/02/2021";"Sevilla";"260";"260";"33";"4";"1"
"21/02/2021";"Almería";"55";"55";"7";"2";"1"
"21/02/2021";"Cádiz";"66";"66";"7";"0";"0"
"21/02/2021";"Córdoba";"23";"23";"6";"0";"2"
"21/02/2021";"Granada";"59";"59";"17";"3";"3"
"21/02/2021";"Huelva";"4";"4";"1";"0";"0"
"21/02/2021";"Jaén";"24";"24";"4";"0";"2"
"21/02/2021";"Málaga";"63";"63";"13";"0";"1"
"21/02/2021";"Sevilla";"66";"66";"9";"2";"0"
"20/02/2021";"Almería";"196";"196";"15";"1";"4"
"20/02/2021";"Cádiz";"112";"112";"6";"2";"2"
"20/02/2021";"Córdoba";"67";"67";"6";"1";"1"
"20/02/2021";"Granada";"47";"47";"10";"1";"2"
"20/02/2021";"Huelva";"26";"26";"4";"0";"2"
"20/02/2021";"Jaén";"49";"49";"4";"0";"0"
"20/02/2021";"Málaga";"114";"114";"11";"2";"3"
"20/02/2021";"Sevilla";"147";"148";"14";"2";"4"
"19/02/2021";"Almería";"163";"163";"12";"4";"1"
"19/02/2021";"Cádiz";"210";"210";"9";"1";"3"
"19/02/2021";"Córdoba";"124";"124";"6";"0";"2"
"19/02/2021";"Granada";"170";"170";"19";"1";"4"
"19/02/2021";"Huelva";"55";"55";"5";"0";"0"
"19/02/2021";"Jaén";"72";"72";"14";"0";"0"
"19/02/2021";"Málaga";"294";"294";"19";"2";"7"
"19/02/2021";"Sevilla";"266";"267";"20";"2";"3"
"18/02/2021";"Almería";"185";"185";"11";"8";"2"
"18/02/2021";"Cádiz";"234";"235";"17";"1";"3"
"18/02/2021";"Córdoba";"115";"115";"10";"0";"1"
"18/02/2021";"Granada";"195";"195";"20";"6";"3"
"18/02/2021";"Huelva";"57";"57";"5";"1";"1"
"18/02/2021";"Jaén";"76";"76";"3";"0";"2"
"18/02/2021";"Málaga";"327";"327";"32";"2";"5"
"18/02/2021";"Sevilla";"346";"347";"17";"1";"2"
"17/02/2021";"Almería";"182";"182";"15";"2";"7"
"17/02/2021";"Cádiz";"223";"223";"17";"2";"3"
"17/02/2021";"Córdoba";"91";"91";"11";"1";"4"
"17/02/2021";"Granada";"211";"211";"13";"3";"6"
"17/02/2021";"Huelva";"68";"68";"13";"1";"1"
"17/02/2021";"Jaén";"86";"86";"8";"1";"2"
"17/02/2021";"Málaga";"310";"310";"24";"3";"4"
"17/02/2021";"Sevilla";"418";"418";"19";"4";"4"
"16/02/2021";"Almería";"188";"188";"12";"1";"6"
"16/02/2021";"Cádiz";"341";"341";"17";"0";"3"
"16/02/2021";"Córdoba";"114";"114";"16";"1";"3"
"16/02/2021";"Granada";"198";"198";"17";"3";"6"
"16/02/2021";"Huelva";"96";"96";"10";"0";"2"
"16/02/2021";"Jaén";"123";"124";"9";"2";"2"
"16/02/2021";"Málaga";"465";"465";"32";"5";"12"
"16/02/2021";"Sevilla";"397";"397";"37";"3";"8"
"15/02/2021";"Almería";"201";"201";"17";"1";"3"
"15/02/2021";"Cádiz";"196";"196";"14";"1";"1"
"15/02/2021";"Córdoba";"68";"68";"12";"1";"2"
"15/02/2021";"Granada";"212";"212";"29";"8";"8"
"15/02/2021";"Huelva";"78";"79";"18";"1";"1"
"15/02/2021";"Jaén";"72";"72";"10";"0";"1"
"15/02/2021";"Málaga";"318";"318";"36";"3";"8"
"15/02/2021";"Sevilla";"283";"283";"32";"2";"8"
"14/02/2021";"Almería";"105";"105";"14";"4";"5"
"14/02/2021";"Cádiz";"146";"146";"14";"2";"2"
"14/02/2021";"Córdoba";"82";"82";"4";"1";"0"
"14/02/2021";"Granada";"50";"50";"12";"2";"2"
"14/02/2021";"Huelva";"20";"20";"1";"1";"0"
"14/02/2021";"Jaén";"33";"33";"3";"0";"0"
"14/02/2021";"Málaga";"121";"121";"18";"2";"6"
"14/02/2021";"Sevilla";"165";"165";"18";"1";"3"
"13/02/2021";"Almería";"143";"143";"18";"2";"4"
"13/02/2021";"Cádiz";"349";"349";"21";"2";"3"
"13/02/2021";"Córdoba";"84";"84";"8";"3";"3"
"13/02/2021";"Granada";"66";"66";"13";"1";"1"
"13/02/2021";"Huelva";"60";"60";"6";"0";"1"
"13/02/2021";"Jaén";"55";"55";"2";"0";"1"
"13/02/2021";"Málaga";"360";"361";"38";"4";"6"
"13/02/2021";"Sevilla";"252";"253";"20";"2";"7"
"12/02/2021";"Almería";"255";"255";"22";"4";"4"
"12/02/2021";"Cádiz";"385";"385";"28";"3";"3"
"12/02/2021";"Córdoba";"140";"140";"15";"1";"1"
"12/02/2021";"Granada";"258";"258";"17";"1";"4"
"12/02/2021";"Huelva";"105";"105";"9";"0";"1"
"12/02/2021";"Jaén";"153";"154";"11";"1";"3"
"12/02/2021";"Málaga";"442";"442";"29";"0";"4"
"12/02/2021";"Sevilla";"644";"647";"38";"3";"3"
"11/02/2021";"Almería";"282";"282";"16";"0";"4"
"11/02/2021";"Cádiz";"463";"463";"30";"4";"10"
"11/02/2021";"Córdoba";"123";"123";"17";"4";"5"
"11/02/2021";"Granada";"270";"270";"26";"2";"5"
"11/02/2021";"Huelva";"115";"115";"13";"1";"3"
"11/02/2021";"Jaén";"156";"156";"18";"0";"4"
"11/02/2021";"Málaga";"649";"649";"31";"1";"8"
"11/02/2021";"Sevilla";"623";"623";"41";"4";"8"
"10/02/2021";"Almería";"324";"324";"28";"2";"3"
"10/02/2021";"Cádiz";"570";"570";"41";"3";"8"
"10/02/2021";"Córdoba";"165";"165";"10";"1";"1"
"10/02/2021";"Granada";"302";"302";"27";"2";"7"
"10/02/2021";"Huelva";"139";"139";"12";"0";"1"
"10/02/2021";"Jaén";"162";"163";"13";"1";"5"
"10/02/2021";"Málaga";"579";"580";"38";"1";"7"
"10/02/2021";"Sevilla";"622";"622";"48";"3";"7"
"09/02/2021";"Almería";"378";"378";"24";"5";"5"
"09/02/2021";"Cádiz";"718";"718";"46";"2";"6"
"09/02/2021";"Córdoba";"192";"192";"22";"1";"3"
"09/02/2021";"Granada";"346";"346";"27";"0";"4"
"09/02/2021";"Huelva";"160";"160";"14";"4";"5"
"09/02/2021";"Jaén";"181";"181";"8";"1";"4"
"09/02/2021";"Málaga";"542";"542";"43";"3";"5"
"09/02/2021";"Sevilla";"750";"751";"51";"1";"6"
"08/02/2021";"Almería";"231";"231";"15";"1";"2"
"08/02/2021";"Cádiz";"434";"434";"34";"4";"7"
"08/02/2021";"Córdoba";"132";"133";"11";"2";"2"
"08/02/2021";"Granada";"323";"323";"30";"1";"7"
"08/02/2021";"Huelva";"106";"106";"9";"0";"2"
"08/02/2021";"Jaén";"190";"190";"17";"1";"3"
"08/02/2021";"Málaga";"507";"508";"45";"6";"10"
"08/02/2021";"Sevilla";"506";"506";"50";"6";"12"
"07/02/2021";"Almería";"166";"166";"15";"2";"1"
"07/02/2021";"Cádiz";"364";"365";"30";"2";"6"
"07/02/2021";"Córdoba";"90";"90";"8";"2";"3"
"07/02/2021";"Granada";"84";"84";"27";"2";"6"
"07/02/2021";"Huelva";"43";"43";"7";"1";"4"
"07/02/2021";"Jaén";"44";"44";"11";"2";"1"
"07/02/2021";"Málaga";"308";"309";"24";"0";"9"
"07/02/2021";"Sevilla";"354";"356";"34";"3";"3"
"06/02/2021";"Almería";"405";"405";"28";"5";"4"
"06/02/2021";"Cádiz";"551";"551";"22";"3";"6"
"06/02/2021";"Córdoba";"197";"197";"23";"3";"1"
"06/02/2021";"Granada";"121";"121";"20";"4";"4"
"06/02/2021";"Huelva";"144";"144";"7";"1";"2"
"06/02/2021";"Jaén";"146";"146";"11";"1";"2"
"06/02/2021";"Málaga";"556";"557";"25";"2";"8"
"06/02/2021";"Sevilla";"611";"611";"36";"3";"4"
"05/02/2021";"Almería";"517";"517";"22";"4";"6"
"05/02/2021";"Cádiz";"958";"958";"53";"8";"12"
"05/02/2021";"Córdoba";"272";"272";"23";"3";"5"
"05/02/2021";"Granada";"374";"374";"20";"4";"5"
"05/02/2021";"Huelva";"250";"252";"10";"1";"1"
"05/02/2021";"Jaén";"260";"260";"13";"2";"2"
"05/02/2021";"Málaga";"916";"916";"44";"7";"16"
"05/02/2021";"Sevilla";"898";"898";"54";"4";"10"
"04/02/2021";"Almería";"511";"512";"37";"6";"8"
"04/02/2021";"Cádiz";"992";"992";"55";"4";"9"
"04/02/2021";"Córdoba";"293";"293";"19";"1";"3"
"04/02/2021";"Granada";"430";"430";"27";"2";"4"
"04/02/2021";"Huelva";"306";"306";"17";"2";"2"
"04/02/2021";"Jaén";"215";"215";"22";"2";"3"
"04/02/2021";"Málaga";"1200";"1200";"66";"9";"17"
"04/02/2021";"Sevilla";"882";"882";"62";"5";"13"
"03/02/2021";"Almería";"493";"493";"22";"3";"6"
"03/02/2021";"Cádiz";"949";"949";"46";"6";"9"
"03/02/2021";"Córdoba";"371";"371";"21";"3";"1"
"03/02/2021";"Granada";"515";"515";"39";"2";"10"
"03/02/2021";"Huelva";"314";"314";"17";"1";"6"
"03/02/2021";"Jaén";"350";"350";"24";"1";"3"
"03/02/2021";"Málaga";"995";"997";"55";"4";"10"
"03/02/2021";"Sevilla";"1038";"1038";"65";"4";"11"
"02/02/2021";"Almería";"494";"494";"41";"3";"15"
"02/02/2021";"Cádiz";"880";"880";"69";"7";"15"
"02/02/2021";"Córdoba";"297";"300";"29";"6";"10"
"02/02/2021";"Granada";"578";"578";"51";"6";"15"
"02/02/2021";"Huelva";"370";"371";"21";"0";"6"
"02/02/2021";"Jaén";"349";"349";"34";"7";"10"
"02/02/2021";"Málaga";"1049";"1051";"70";"7";"14"
"02/02/2021";"Sevilla";"1112";"1113";"70";"9";"11"
"01/02/2021";"Almería";"610";"610";"40";"8";"14"
"01/02/2021";"Cádiz";"765";"765";"47";"2";"9"
"01/02/2021";"Córdoba";"359";"360";"30";"6";"9"
"01/02/2021";"Granada";"566";"566";"52";"5";"19"
"01/02/2021";"Huelva";"212";"213";"27";"2";"7"
"01/02/2021";"Jaén";"257";"257";"28";"2";"7"
"01/02/2021";"Málaga";"1115";"1115";"79";"8";"18"
"01/02/2021";"Sevilla";"805";"808";"64";"9";"17"
"31/01/2021";"Almería";"528";"528";"23";"2";"6"
"31/01/2021";"Cádiz";"511";"511";"36";"2";"4"
"31/01/2021";"Córdoba";"289";"289";"25";"2";"5"
"31/01/2021";"Granada";"119";"119";"24";"2";"3"
"31/01/2021";"Huelva";"122";"122";"12";"0";"0"
"31/01/2021";"Jaén";"130";"130";"16";"0";"3"
"31/01/2021";"Málaga";"686";"687";"53";"4";"8"
"31/01/2021";"Sevilla";"404";"404";"37";"1";"4"
"30/01/2021";"Almería";"541";"541";"32";"3";"7"
"30/01/2021";"Cádiz";"959";"959";"60";"5";"9"
"30/01/2021";"Córdoba";"373";"373";"20";"4";"3"
"30/01/2021";"Granada";"246";"246";"40";"2";"10"
"30/01/2021";"Huelva";"271";"272";"18";"1";"4"
"30/01/2021";"Jaén";"221";"221";"17";"1";"3"
"30/01/2021";"Málaga";"873";"873";"68";"3";"16"
"30/01/2021";"Sevilla";"906";"907";"59";"3";"12"
"29/01/2021";"Almería";"705";"705";"41";"6";"12"
"29/01/2021";"Cádiz";"1175";"1176";"80";"8";"13"
"29/01/2021";"Córdoba";"444";"444";"36";"5";"9"
"29/01/2021";"Granada";"754";"754";"50";"4";"10"
"29/01/2021";"Huelva";"520";"520";"28";"0";"5"
"29/01/2021";"Jaén";"347";"348";"26";"2";"8"
"29/01/2021";"Málaga";"1238";"1239";"67";"6";"9"
"29/01/2021";"Sevilla";"1260";"1261";"86";"9";"19"
"28/01/2021";"Almería";"631";"631";"43";"4";"13"
"28/01/2021";"Cádiz";"1096";"1096";"78";"7";"18"
"28/01/2021";"Córdoba";"542";"542";"36";"5";"7"
"28/01/2021";"Granada";"749";"749";"51";"8";"13"
"28/01/2021";"Huelva";"462";"462";"35";"1";"8"
"28/01/2021";"Jaén";"533";"534";"43";"1";"7"
"28/01/2021";"Málaga";"1452";"1452";"78";"7";"14"
"28/01/2021";"Sevilla";"1581";"1581";"96";"2";"22"
"27/01/2021";"Almería";"720";"720";"41";"6";"15"
"27/01/2021";"Cádiz";"1191";"1191";"78";"7";"25"
"27/01/2021";"Córdoba";"539";"540";"35";"5";"10"
"27/01/2021";"Granada";"847";"847";"52";"7";"10"
"27/01/2021";"Huelva";"455";"455";"27";"2";"4"
"27/01/2021";"Jaén";"424";"424";"36";"1";"5"
"27/01/2021";"Málaga";"1670";"1670";"85";"8";"20"
"27/01/2021";"Sevilla";"1482";"1483";"106";"10";"24"
"26/01/2021";"Almería";"688";"688";"47";"1";"16"
"26/01/2021";"Cádiz";"1226";"1226";"93";"6";"24"
"26/01/2021";"Córdoba";"583";"585";"40";"2";"3"
"26/01/2021";"Granada";"912";"913";"72";"7";"15"
"26/01/2021";"Huelva";"558";"558";"33";"2";"9"
"26/01/2021";"Jaén";"371";"371";"41";"3";"7"
"26/01/2021";"Málaga";"1484";"1485";"117";"8";"28"
"26/01/2021";"Sevilla";"1397";"1397";"89";"8";"17"
"25/01/2021";"Almería";"624";"624";"26";"4";"8"
"25/01/2021";"Cádiz";"1000";"1000";"68";"5";"20"
"25/01/2021";"Córdoba";"505";"506";"38";"7";"11"
"25/01/2021";"Granada";"765";"765";"62";"7";"16"
"25/01/2021";"Huelva";"423";"426";"25";"1";"4"
"25/01/2021";"Jaén";"357";"358";"35";"3";"5"
"25/01/2021";"Málaga";"1332";"1332";"105";"6";"19"
"25/01/2021";"Sevilla";"1187";"1196";"98";"5";"21"
"24/01/2021";"Almería";"451";"451";"32";"2";"7"
"24/01/2021";"Cádiz";"977";"977";"81";"10";"13"
"24/01/2021";"Córdoba";"364";"364";"29";"4";"10"
"24/01/2021";"Granada";"244";"244";"39";"8";"7"
"24/01/2021";"Huelva";"171";"171";"8";"0";"2"
"24/01/2021";"Jaén";"184";"184";"12";"0";"1"
"24/01/2021";"Málaga";"756";"756";"65";"5";"19"
"24/01/2021";"Sevilla";"501";"502";"69";"4";"15"
"23/01/2021";"Almería";"554";"554";"31";"4";"7"
"23/01/2021";"Cádiz";"973";"973";"77";"11";"24"
"23/01/2021";"Córdoba";"421";"421";"46";"6";"8"
"23/01/2021";"Granada";"335";"335";"34";"5";"3"
"23/01/2021";"Huelva";"392";"392";"20";"0";"6"
"23/01/2021";"Jaén";"297";"297";"24";"4";"8"
"23/01/2021";"Málaga";"1210";"1211";"86";"3";"11"
"23/01/2021";"Sevilla";"1094";"1097";"71";"6";"20"
"22/01/2021";"Almería";"886";"886";"50";"3";"11"
"22/01/2021";"Cádiz";"1409";"1409";"93";"9";"26"
"22/01/2021";"Córdoba";"835";"835";"45";"2";"12"
"22/01/2021";"Granada";"882";"882";"57";"1";"17"
"22/01/2021";"Huelva";"591";"591";"29";"2";"11"
"22/01/2021";"Jaén";"567";"567";"37";"3";"5"
"22/01/2021";"Málaga";"1911";"1911";"116";"9";"23"
"22/01/2021";"Sevilla";"1703";"1708";"110";"8";"15"
"21/01/2021";"Almería";"982";"982";"46";"11";"12"
"21/01/2021";"Cádiz";"1328";"1330";"83";"5";"22"
"21/01/2021";"Córdoba";"670";"670";"41";"4";"12"
"21/01/2021";"Granada";"797";"797";"52";"5";"14"
"21/01/2021";"Huelva";"557";"558";"40";"2";"9"
"21/01/2021";"Jaén";"479";"479";"45";"9";"10"
"21/01/2021";"Málaga";"1716";"1716";"106";"9";"31"
"21/01/2021";"Sevilla";"1406";"1407";"99";"10";"28"
"20/01/2021";"Almería";"762";"762";"52";"5";"13"
"20/01/2021";"Cádiz";"1324";"1325";"98";"7";"35"
"20/01/2021";"Córdoba";"620";"620";"48";"9";"15"
"20/01/2021";"Granada";"892";"892";"81";"7";"21"
"20/01/2021";"Huelva";"556";"556";"26";"1";"6"
"20/01/2021";"Jaén";"439";"439";"33";"1";"7"
"20/01/2021";"Málaga";"1641";"1642";"97";"7";"30"
"20/01/2021";"Sevilla";"1428";"1430";"83";"7";"21"
"19/01/2021";"Almería";"760";"760";"48";"7";"8"
"19/01/2021";"Cádiz";"1281";"1282";"88";"16";"33"
"19/01/2021";"Córdoba";"667";"667";"41";"4";"11"
"19/01/2021";"Granada";"880";"880";"58";"8";"17"
"19/01/2021";"Huelva";"491";"491";"29";"3";"8"
"19/01/2021";"Jaén";"607";"607";"39";"4";"13"
"19/01/2021";"Málaga";"1694";"1699";"115";"15";"38"
"19/01/2021";"Sevilla";"1228";"1229";"98";"2";"19"
"18/01/2021";"Almería";"607";"608";"55";"10";"14"
"18/01/2021";"Cádiz";"1020";"1021";"73";"6";"46"
"18/01/2021";"Córdoba";"644";"646";"57";"6";"18"
"18/01/2021";"Granada";"761";"761";"64";"7";"11"
"18/01/2021";"Huelva";"418";"418";"25";"1";"2"
"18/01/2021";"Jaén";"409";"411";"31";"6";"7"
"18/01/2021";"Málaga";"1342";"1343";"83";"5";"21"
"18/01/2021";"Sevilla";"1191";"1191";"92";"7";"18"
"17/01/2021";"Almería";"498";"498";"22";"3";"6"
"17/01/2021";"Cádiz";"582";"583";"37";"2";"11"
"17/01/2021";"Córdoba";"397";"397";"30";"7";"4"
"17/01/2021";"Granada";"172";"172";"23";"5";"5"
"17/01/2021";"Huelva";"165";"165";"7";"0";"1"
"17/01/2021";"Jaén";"172";"172";"19";"2";"4"
